41	61	97
212	198	186
45	68	109
43	64	103
39	58	94
38	56	90
39	58	90
220	199	174
135	148	179
62	73	109
50	73	116
42	60	96
119	142	186
128	148	183
130	148	182
132	146	177
130	145	176
43	66	108
36	54	87
34	53	84
31	50	81
223	204	180
119	141	188
125	141	174
29	45	79
193	180	168
111	138	187
121	144	185
45	65	102
42	60	98
34	50	83
113	140	187
132	145	178
127	143	176
76	87	120
45	68	108
39	60	97
37	58	93
38	57	93
33	49	83
31	48	78
207	191	175
227	206	181
122	145	186
124	145	185
129	147	186
129	144	176
124	139	171
53	67	103
44	68	110
45	68	109
77	81	98
214	194	170
54	77	120
43	65	102
44	62	99
39	57	91
40	57	92
31	47	78
219	200	175
149	159	189
43	66	108
30	46	76
200	186	170
191	177	162
42	62	97
46	66	106
207	191	174
130	148	184
39	58	96
115	143	186
63	76	111
42	65	102
41	58	94
217	204	189
220	203	180
216	196	172
111	140	187
127	142	175
54	68	103
57	81	126
32	51	84
32	49	80
58	68	89
218	196	172
110	138	187
121	143	187
124	147	186
140	150	181
50	76	118
42	63	100
42	61	97
36	59	92
39	58	91
32	51	83
30	46	78
191	175	159
228	208	183
220	198	174
115	141	188
127	146	186
137	148	178
132	147	180
127	143	175
65	77	111
44	67	108
44	68	109
44	64	100
38	58	93
37	56	89
36	56	88
32	51	82
32	47	78
128	148	183
74	86	121
44	66	108
43	67	104
43	64	100
42	61	99
38	56	91
121	145	186
134	148	178
131	146	178
44	68	106
44	66	105
122	145	186
159	166	189
33	49	82
124	139	171
40	58	91
211	196	178
112	137	186
125	147	184
132	150	183
45	67	108
42	61	99
215	196	173
44	71	112
38	57	89
215	203	188
117	142	187
126	147	184
128	145	176
127	142	174
58	82	124
53	77	122
46	69	107
38	59	92
38	57	94
33	51	84
44	67	109
31	49	81
218	197	174
117	142	187
44	66	101
30	47	79
200	184	168
121	143	187
124	146	185
143	153	180
128	145	175
45	67	106
42	64	102
31	48	78
49	60	88
82	87	104
192	176	158
219	196	172
127	142	175
45	68	108
39	59	96
41	60	93
31	51	82
201	186	169
121	144	186
129	148	184
158	165	187
129	144	177
45	67	105
40	61	98
37	56	90
38	58	91
35	56	88
214	196	174
113	140	188
115	140	187
62	74	109
58	82	126
35	54	87
33	50	82
220	204	187
221	200	174
132	147	179
45	68	106
43	64	101
41	59	96
40	58	94
37	56	91
214	195	173
129	147	179
127	143	176
53	67	102
47	70	114
44	64	101
43	65	99
33	52	82
223	206	183
111	139	187
62	75	112
58	80	123
47	69	110
40	58	92
30	47	77
205	189	172
130	145	178
84	97	130
222	206	189
141	152	181
44	67	109
39	57	93
228	207	180
215	192	168
123	145	187
171	174	190
148	156	181
42	65	104
41	58	92
34	51	82
218	197	171
45	67	106
44	65	102
32	48	81
116	143	188
121	144	186
125	148	184
164	168	187
46	70	108
44	67	104
41	62	98
31	50	83
124	147	186
126	149	183
128	144	177
126	143	173
50	73	119
42	63	97
39	59	92
36	56	88
35	55	87
212	196	177
110	138	186
116	139	188
128	144	175
123	140	170
58	70	105
43	67	108
42	66	103
43	66	100
40	63	97
39	61	95
40	58	92
30	50	81
41	54	80
202	187	171
209	193	176
219	198	173
122	145	186
43	65	101
31	47	77
131	146	178
39	57	93
35	56	88
38	58	92
215	195	171
116	142	187
171	172	188
60	83	127
47	69	111
218	201	181
111	138	187
53	78	121
212	192	167
224	204	179
132	149	183
129	145	177
66	76	111
49	71	112
30	49	81
112	140	187
79	95	127
45	68	107
31	49	79
30	48	77
224	209	193
223	206	188
121	144	186
139	152	180
131	147	178
47	71	112
46	69	110
42	65	99
223	205	180
113	141	188
123	146	187
128	148	185
44	66	104
43	66	101
45	67	101
38	58	91
42	58	92
38	56	90
31	50	82
212	193	169
56	69	104
58	80	123
43	63	98
39	59	92
33	52	84
31	47	78
215	194	170
176	176	191
127	145	175
125	141	172
44	64	104
34	53	85
225	203	175
121	144	186
122	146	187
149	158	183
35	55	90
38	57	91
203	186	170
107	137	186
120	143	187
125	147	185
131	145	178
127	144	174
45	68	105
44	65	103
40	62	96
39	59	94
32	51	83
207	192	174
127	148	185
63	78	115
38	57	91
39	58	91
208	191	174
223	201	177
60	83	125
42	63	100
51	74	117
42	67	108
47	71	110
111	138	187
116	142	187
133	149	183
130	147	177
55	79	125
40	59	94
38	58	91
226	212	196
216	194	169
154	159	183
43	67	105
32	50	80
218	202	184
220	199	174
131	148	178
43	64	101
30	48	77
212	193	168
143	153	181
45	67	106
36	60	94
35	54	86
70	79	99
220	199	170
111	139	187
122	145	186
122	146	186
170	171	191
127	143	176
60	74	110
45	69	109
45	69	109
45	68	106
43	65	100
41	60	93
35	55	89
212	196	178
221	200	176
119	142	187
129	148	184
128	144	177
76	91	125
42	63	99
37	57	90
216	200	178
212	196	178
117	142	188
121	145	186
39	59	89
33	51	82
32	51	82
32	49	78
226	209	187
123	145	186
42	64	101
43	67	101
40	61	97
38	58	91
33	51	83
33	49	83
212	195	174
115	140	189
43	67	104
217	195	170
125	148	185
128	143	176
125	143	173
59	82	130
45	70	111
36	57	90
223	202	174
44	67	107
38	56	87
215	195	169
221	200	177
111	136	187
126	148	184
43	66	102
125	140	173
37	60	94
39	60	91
120	144	188
122	145	186
134	150	184
151	157	184
56	70	105
38	57	92
212	191	165
161	165	187
130	148	179
61	83	125
30	48	77
216	200	183
129	145	178
77	90	124
52	77	120
41	64	100
39	59	95
32	51	83
223	206	182
221	208	191
213	195	169
220	199	175
113	138	188
115	142	187
118	143	186
121	145	186
127	143	175
46	70	110
44	67	107
45	69	106
43	67	103
40	62	97
40	60	95
35	56	89
36	56	88
217	200	180
221	199	175
219	196	170
218	197	170
46	70	108
43	66	102
43	64	99
32	51	82
33	51	81
218	203	183
224	204	179
114	141	188
124	147	183
125	147	186
138	152	182
128	144	177
44	67	104
38	58	92
35	52	85
37	52	80
46	71	111
44	67	109
44	67	108
38	59	93
38	58	91
231	216	198
146	157	186
129	145	178
127	143	173
35	56	93
110	140	187
127	149	183
62	76	111
220	201	176
129	148	183
109	139	186
131	147	180
124	140	172
39	59	94
31	51	82
230	213	190
126	148	184
130	146	179
128	144	177
38	57	89
30	47	79
31	49	78
224	202	174
119	143	187
121	145	186
122	146	187
156	162	188
128	145	175
54	79	123
44	67	105
212	192	164
62	75	110
60	80	120
46	69	110
41	63	100
43	63	98
38	58	94
35	57	89
213	193	169
215	197	173
115	140	189
118	142	188
122	147	185
44	68	103
43	66	105
41	63	99
38	60	92
33	52	85
33	51	84
33	53	83
223	202	177
120	144	185
69	83	117
43	66	105
40	61	97
37	57	91
37	55	87
33	51	81
218	202	182
217	201	183
217	195	171
52	78	119
46	69	107
224	203	178
43	63	100
124	148	186
131	148	183
127	144	174
44	67	104
230	215	196
217	199	176
121	144	187
143	156	183
43	65	109
45	69	110
39	58	93
222	201	174
128	149	184
137	150	183
60	83	126
33	52	83
134	150	180
129	145	178
55	69	103
47	69	110
39	59	94
38	58	93
33	54	86
32	49	82
112	138	188
128	146	176
119	135	165
48	72	115
31	51	83
220	200	175
110	137	188
130	147	180
125	141	173
40	54	80
221	202	178
114	141	188
123	146	187
43	65	99
222	199	170
220	199	174
119	143	187
121	146	187
126	148	185
79	93	126
42	65	101
43	65	102
37	60	94
35	56	89
36	54	87
208	190	168
116	142	187
129	145	178
55	78	124
45	69	110
45	67	106
45	67	105
38	58	91
35	57	92
37	59	91
30	48	76
223	205	180
215	194	167
123	147	186
127	143	174
46	70	109
43	64	101
38	59	91
33	53	84
219	199	176
227	206	181
46	69	107
36	58	93
30	50	79
212	193	172
123	149	186
127	149	183
68	79	112
41	63	100
218	200	175
216	197	174
227	208	183
44	67	109
38	59	91
217	195	170
129	149	182
232	216	191
130	149	181
128	147	179
32	49	82
120	144	188
126	148	185
129	144	177
59	82	125
52	77	122
46	68	109
40	60	93
122	145	186
124	148	186
129	148	180
127	146	178
48	74	115
43	68	109
40	62	100
38	59	93
38	59	93
31	50	82
111	139	187
115	144	186
66	81	114
42	65	103
41	64	99
40	59	93
36	55	88
36	54	87
32	53	84
113	140	187
44	66	105
43	66	102
35	56	91
39	59	94
33	52	85
218	200	177
223	200	173
114	142	189
130	146	178
125	142	172
46	68	106
227	209	184
126	148	185
58	71	107
47	72	110
45	68	107
40	62	97
36	58	93
39	58	93
233	217	192
114	143	186
115	143	187
121	145	187
123	148	186
130	146	179
32	51	83
33	49	78
224	204	178
217	197	173
227	206	177
129	149	183
129	147	181
41	64	100
36	57	89
53	65	86
215	195	167
216	196	171
231	212	187
118	134	167
41	60	93
229	216	198
230	213	187
223	204	179
108	137	188
130	148	183
60	84	123
221	203	179
117	143	188
119	145	186
128	149	184
127	149	184
129	145	178
53	80	123
43	69	109
30	48	80
228	210	186
129	145	176
125	143	173
49	74	117
40	62	99
220	201	177
131	149	181
42	63	100
41	61	94
38	58	90
122	147	187
127	145	177
70	84	118
44	70	110
43	68	105
34	54	87
33	53	84
31	50	82
112	140	188
122	146	187
125	147	186
129	149	186
130	148	178
45	67	108
42	65	103
39	59	94
40	61	94
35	56	88
31	53	84
47	70	109
42	63	100
38	60	94
41	58	94
34	53	84
227	207	180
223	203	178
115	142	187
44	68	105
39	61	98
228	210	183
224	204	177
121	144	188
45	69	107
208	197	179
223	202	176
119	142	187
130	149	179
123	140	169
46	73	113
40	62	96
33	53	83
229	211	185
129	149	182
129	145	178
128	144	175
33	53	88
40	60	95
212	193	169
129	148	181
58	72	109
42	65	99
40	62	97
215	197	174
119	143	188
59	82	122
32	51	84
129	149	182
124	141	172
44	69	107
47	70	110
44	66	105
36	57	93
35	59	94
38	59	93
127	148	185
128	144	177
45	69	110
40	63	101
40	62	94
31	48	79
109	139	187
121	144	186
123	147	185
43	67	106
40	62	95
37	57	89
218	202	181
221	200	174
129	144	178
96	109	145
46	69	106
42	66	102
41	61	93
31	50	82
221	200	173
118	142	186
122	145	186
123	146	186
124	148	186
128	149	185
128	148	183
127	143	176
51	78	119
47	71	114
42	66	103
37	59	92
35	55	86
33	53	84
33	51	82
32	49	75
221	201	176
112	140	188
41	63	99
40	62	99
217	201	179
225	205	179
54	79	124
30	51	82
222	202	175
32	50	78
129	124	125
147	140	137
123	146	187
45	70	110
230	211	185
221	200	173
127	143	176
89	107	142
225	205	178
130	148	180
38	60	97
116	143	187
118	142	187
129	149	182
44	70	107
44	70	106
41	65	104
37	59	92
34	54	86
31	50	82
234	218	192
114	142	188
124	147	187
126	149	186
127	150	183
130	150	182
131	148	182
58	82	125
50	77	117
45	70	111
44	68	107
39	60	94
225	204	176
230	208	182
127	148	185
129	145	178
127	146	177
37	59	92
40	60	94
30	49	79
36	50	72
95	93	101
123	147	187
57	72	108
44	69	109
41	64	101
41	64	98
40	62	96
38	60	94
36	60	95
41	61	95
34	53	86
31	52	83
31	53	84
110	138	188
126	144	177
58	76	113
39	58	91
33	54	86
221	199	175
218	197	169
113	140	188
123	145	187
125	143	174
42	68	104
33	53	83
231	212	185
40	62	99
222	202	175
121	146	187
122	141	172
96	115	148
45	71	110
34	57	91
32	49	76
122	145	188
129	149	183
60	85	127
222	204	180
124	118	118
128	145	175
43	66	107
31	50	82
31	50	79
129	149	181
129	145	178
59	75	111
52	78	122
38	60	99
40	61	96
224	204	175
116	143	188
121	147	186
123	147	188
124	148	186
126	148	187
46	72	112
38	59	94
36	57	89
213	196	173
227	206	179
224	203	176
122	147	187
45	70	110
45	69	107
37	59	95
40	60	94
221	201	175
223	201	170
111	139	189
119	145	186
127	149	186
129	147	177
38	58	93
34	53	85
46	69	109
39	62	98
36	56	91
33	52	84
232	213	186
224	203	176
110	139	188
128	151	182
129	151	182
51	78	119
86	87	95
114	141	189
43	68	111
40	62	100
40	62	99
39	61	98
39	60	96
36	56	89
33	52	85
30	48	80
87	88	95
120	147	187
129	149	184
130	150	180
127	144	177
60	83	128
47	71	111
32	54	86
120	144	188
122	140	171
88	107	139
40	61	96
32	47	76
123	146	187
35	51	84
228	209	182
126	145	175
41	65	102
228	208	180
122	146	187
126	144	174
55	71	107
43	67	108
40	62	99
38	60	99
41	63	100
38	58	95
40	61	94
41	62	95
223	209	190
117	143	188
126	148	186
35	58	89
215	199	176
224	203	175
131	147	180
60	76	113
59	84	127
41	63	100
82	83	89
111	140	188
123	146	187
130	150	183
130	150	182
55	81	122
46	70	108
44	69	105
39	60	94
38	59	92
30	49	79
224	204	176
125	148	188
126	150	184
130	149	181
127	146	177
46	71	112
47	70	111
40	60	97
35	56	88
34	54	85
235	218	192
229	210	180
114	142	189
46	70	111
33	52	84
226	208	182
42	67	108
44	68	106
36	57	92
34	53	85
30	49	78
94	95	101
232	213	187
52	78	119
37	59	93
33	53	87
129	150	182
129	148	181
128	147	179
91	106	141
59	75	111
40	60	94
33	53	82
32	52	81
228	209	183
126	149	185
127	146	176
41	64	97
85	84	90
109	139	187
117	145	187
121	146	187
41	62	97
34	48	73
45	68	108
33	53	84
194	186	171
115	144	188
120	145	189
123	147	187
123	148	187
125	148	186
130	149	180
60	87	128
33	55	84
226	208	182
105	103	110
227	207	177
47	69	110
40	63	101
40	61	94
37	58	91
79	82	93
222	204	179
129	150	185
127	150	184
130	149	182
127	146	178
44	69	106
38	60	98
35	58	89
31	50	79
111	140	189
50	76	118
36	56	88
231	212	182
218	197	169
125	141	172
55	79	123
41	64	98
41	62	97
33	54	83
234	216	186
233	214	189
113	142	189
127	143	174
47	71	112
39	61	98
38	59	95
47	70	111
43	67	104
36	57	93
41	62	94
30	47	76
225	204	173
124	149	186
128	144	177
45	71	109
33	54	84
98	94	99
225	204	174
131	147	180
130	148	178
46	70	108
45	69	107
41	63	98
37	59	96
36	58	91
79	82	92
126	149	186
121	139	170
41	66	107
34	55	86
32	52	81
224	205	181
108	139	187
125	147	188
128	149	186
130	150	182
55	82	125
54	77	122
33	52	83
34	48	74
200	190	173
87	88	98
231	215	190
114	141	189
90	106	141
46	70	110
38	61	97
221	201	175
117	144	187
121	147	187
128	151	183
132	149	182
127	146	178
48	74	115
40	63	97
37	60	94
42	62	95
36	56	89
33	52	83
225	207	183
226	206	177
112	140	189
118	144	187
128	146	176
60	86	127
46	69	111
39	63	101
40	61	95
131	151	184
56	73	109
40	65	103
42	64	97
36	57	89
32	52	83
229	209	178
123	147	187
224	207	180
115	143	188
121	145	189
128	151	185
127	149	185
127	144	176
44	71	112
39	60	97
34	53	85
238	218	192
126	143	172
39	60	96
35	55	86
126	150	186
132	148	181
43	68	105
45	70	108
45	68	106
109	140	187
124	148	186
45	69	107
39	61	95
37	58	90
30	50	79
238	220	192
223	205	180
92	92	99
227	204	172
220	200	173
126	150	184
35	58	92
32	48	74
224	210	190
213	195	168
129	145	178
56	74	111
61	86	130
46	70	110
38	60	96
40	63	97
34	54	84
29	48	77
97	94	101
82	86	98
130	150	184
127	146	178
49	72	116
40	62	101
37	61	95
39	59	92
34	54	85
223	203	176
227	210	184
232	216	190
116	144	188
126	150	186
128	151	185
129	149	184
131	150	183
129	147	180
52	79	120
39	62	100
38	60	98
42	63	97
33	52	82
111	141	188
130	149	181
90	106	142
54	81	124
44	68	109
35	55	86
33	53	82
114	143	189
121	147	188
122	147	187
46	69	110
30	47	74
125	143	175
41	62	97
234	218	194
130	149	179
128	146	176
38	58	90
36	56	88
38	49	68
116	145	187
40	62	94
232	212	184
47	72	114
42	66	104
35	57	93
37	58	90
225	204	172
115	144	187
120	145	188
45	70	111
46	70	110
41	64	101
39	63	96
36	56	86
222	202	174
231	214	188
125	148	189
125	148	187
130	150	186
127	146	178
127	145	175
40	63	97
37	58	95
33	53	82
215	199	175
90	91	98
232	214	188
121	146	187
128	151	185
130	150	183
128	147	178
39	61	98
96	94	105
233	211	179
111	141	188
121	139	170
60	87	127
45	70	109
44	68	105
34	53	84
228	211	185
122	146	188
126	150	185
129	151	184
130	151	183
130	149	182
41	63	100
223	204	178
111	139	188
55	73	112
46	69	111
39	62	98
41	64	98
35	54	86
159	152	142
53	80	123
34	55	84
240	224	201
224	206	175
231	209	177
119	145	189
90	107	142
41	62	95
30	48	77
31	48	77
35	47	72
123	148	186
131	148	181
52	77	120
44	70	110
46	71	107
41	64	102
84	88	102
115	143	190
127	149	186
130	151	182
42	63	97
123	147	188
126	144	174
87	106	142
41	63	100
45	64	93
87	90	99
227	207	178
127	146	176
38	58	93
44	61	92
43	59	89
226	211	188
232	211	179
112	140	189
121	146	187
129	150	183
130	151	180
129	147	177
60	86	128
43	66	104
112	141	188
118	143	189
130	146	179
57	76	112
54	81	124
47	71	111
36	58	94
114	144	188
127	150	184
48	72	113
45	70	111
38	62	100
40	62	97
40	63	96
37	60	95
41	60	92
225	206	177
227	210	184
126	149	188
128	151	183
34	53	83
196	181	159
221	202	175
119	146	189
124	149	187
122	139	169
44	70	106
33	51	81
40	52	78
92	94	108
128	152	186
130	149	179
53	79	120
47	73	113
39	63	97
37	54	86
43	58	87
32	47	76
223	211	191
131	151	184
129	146	176
97	113	147
35	58	92
39	62	95
51	64	92
52	63	88
227	215	195
88	91	105
233	215	186
114	142	189
116	144	189
118	145	189
126	150	188
130	149	181
129	147	177
58	76	113
47	70	109
45	60	88
31	50	78
122	147	188
78	100	140
44	69	110
46	69	110
52	64	89
233	214	181
229	211	184
122	149	188
129	151	182
47	71	109
39	60	95
38	61	95
42	66	99
82	135	175
152	149	149
198	187	173
90	92	93
233	212	180
110	141	188
121	146	190
130	152	186
129	148	178
125	143	174
44	68	105
41	65	103
38	63	99
40	62	99
166	156	148
58	69	92
233	213	182
235	216	187
126	150	188
60	88	128
57	84	126
39	64	98
87	89	98
127	151	187
130	150	185
54	80	121
45	71	111
41	64	101
223	203	174
130	150	183
39	61	96
67	71	90
127	145	175
15	45	86
100	140	171
115	143	190
162	151	142
170	159	148
119	119	125
227	209	179
124	148	188
125	151	187
59	78	116
48	74	114
44	69	109
113	114	124
238	219	186
112	141	189
119	147	187
122	147	188
126	150	186
128	151	186
130	151	183
133	149	182
128	145	177
125	144	172
47	71	109
34	56	91
42	63	99
161	152	147
159	151	145
158	149	147
156	148	145
152	145	143
146	139	140
142	136	138
135	131	135
125	124	130
228	209	177
51	78	118
49	73	111
46	71	108
150	142	140
95	93	95
128	147	177
56	83	123
41	64	102
40	63	100
40	64	99
13	42	85
163	153	145
156	147	143
233	215	186
117	145	189
124	149	189
130	152	185
130	151	182
130	149	178
88	106	142
93	96	110
232	212	181
235	215	186
109	140	189
118	146	189
129	147	179
79	101	141
39	61	96
12	43	84
85	86	94
127	151	187
44	71	111
38	61	98
39	63	101
49	80	116
159	150	144
114	144	188
132	150	180
125	142	173
40	62	97
110	142	189
125	150	190
63	89	131
34	58	91
38	61	95
74	136	180
126	151	187
48	73	110
13	43	84
229	209	179
114	142	189
124	150	187
45	71	108
46	71	109
42	67	103
35	59	93
225	205	176
120	148	188
123	148	188
130	151	185
131	150	181
130	149	179
60	82	120
40	64	99
75	131	171
138	133	134
127	126	131
123	149	189
53	81	121
47	73	113
48	74	114
42	66	102
12	40	81
172	160	148
162	152	146
145	138	136
109	110	121
114	142	189
131	151	182
96	112	146
93	93	97
129	152	186
127	146	177
126	144	173
11	43	82
233	212	182
231	212	186
119	146	189
130	150	184
132	152	184
129	147	177
42	67	107
39	61	95
154	145	142
150	142	140
119	118	126
230	210	178
118	145	190
122	148	188
128	150	187
78	103	143
65	91	131
57	86	128
47	72	108
40	63	97
36	59	95
14	44	84
41	63	100
239	220	190
116	145	189
129	152	185
40	64	98
155	151	148
232	210	176
127	151	187
110	126	159
37	62	93
134	130	133
236	217	183
132	150	180
126	145	173
88	106	142
159	150	143
91	94	108
90	89	94
46	72	109
42	65	101
130	148	178
49	77	116
11	42	82
167	157	148
234	214	184
234	216	188
115	143	190
130	147	177
35	58	91
158	147	142
231	210	180
111	141	188
120	146	189
125	150	188
127	151	188
130	152	184
49	78	118
124	149	188
131	152	183
128	146	176
47	71	110
39	64	98
41	65	100
9	37	79
85	86	93
228	207	178
130	151	182
55	84	124
35	59	93
38	63	97
19	52	91
70	129	167
62	92	132
45	71	110
38	62	99
236	220	192
112	143	189
98	114	148
46	70	108
7	40	83
25	56	94
162	152	145
122	146	190
123	147	189
128	147	177
74	103	142
40	64	100
101	102	115
128	152	186
134	152	185
130	148	178
44	68	106
87	89	102
237	217	184
240	223	193
125	148	189
127	152	186
130	149	183
48	72	110
39	62	99
34	57	93
37	61	97
11	41	81
116	144	190
128	152	186
124	141	171
15	52	92
10	47	89
165	154	144
164	154	145
144	138	136
139	134	133
126	124	130
115	115	124
238	216	182
111	142	189
85	104	142
62	89	132
21	56	94
91	91	95
132	151	183
133	151	181
52	77	117
44	70	107
40	64	98
175	162	148
150	142	139
114	142	189
117	145	190
123	150	188
126	152	188
46	72	109
154	146	141
237	216	184
238	219	188
231	210	181
129	153	184
51	78	118
46	69	110
38	62	99
34	57	93
219	205	181
6	38	79
122	147	188
124	149	190
127	151	189
132	149	181
96	113	146
54	82	122
39	62	100
131	129	130
121	146	191
141	157	185
58	86	127
43	67	107
160	151	144
48	74	113
42	66	102
132	152	184
45	69	107
20	56	96
158	148	141
114	143	190
128	147	177
63	92	132
48	96	135
155	146	138
83	85	98
128	152	188
128	153	186
131	152	182
130	150	180
129	148	178
127	145	174
52	77	117
27	58	95
12	52	93
230	211	180
242	225	198
90	110	144
53	78	119
47	71	109
236	213	179
242	224	194
41	63	98
9	48	92
233	215	185
117	145	190
124	149	189
125	151	188
129	152	186
103	119	149
77	104	142
47	72	109
39	63	99
6	44	87
91	91	99
113	143	189
121	149	189
125	149	190
135	152	182
134	152	182
39	64	99
170	158	149
87	87	98
111	142	189
151	164	189
135	125	119
127	119	113
122	115	113
114	108	106
105	101	101
93	90	95
83	82	88
123	149	189
46	72	109
163	153	145
101	99	101
242	223	192
40	64	100
28	59	97
157	153	150
145	133	122
102	98	104
73	74	82
240	220	187
113	144	190
120	147	191
128	153	189
7	47	90
161	150	142
131	153	185
65	94	133
53	82	121
47	72	112
14	51	94
6	40	80
175	162	149
143	158	186
94	112	145
58	87	129
10	50	93
128	152	186
131	153	189
138	154	184
130	148	178
110	141	189
125	151	188
132	153	183
130	149	181
42	65	102
12	52	94
243	226	198
112	143	190
127	145	175
51	78	118
47	71	109
46	69	108
7	48	92
98	93	97
238	217	184
125	152	189
84	104	141
47	72	109
31	62	98
246	230	204
120	146	190
123	151	190
129	154	185
133	151	181
67	127	168
157	143	131
154	138	126
80	82	94
125	153	188
129	147	178
54	78	117
48	72	113
38	62	98
14	54	95
165	153	144
94	92	101
244	227	199
120	148	188
116	144	191
56	86	126
37	66	104
7	49	91
117	146	190
129	153	187
